"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2017","2017",1.57066,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2018","2018",1.5693,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2019","2019",1.54839,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","USA","United States of America","2020","2020",1.53418,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2017","2017",0.52057,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2018","2018",0.68345,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2019","2019",0.45003,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2020","2020",0.42571,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SMR","San Marino","2021","2021",0.53323,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2017","2017",1.22388,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2018","2018",1.24127,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2019","2019",1.36632,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","COL","Colombia","2020","2020",1.61818,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLI","Mali","2017","2017",1.16188,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLI","Mali","2019","2019",0.77088,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLI","Mali","2020","2020",0.71724,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MLI","Mali","2021","2021",0.63275,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2017","2017",0.27093,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2018","2018",0.28394,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2019","2019",0.27741,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AND","Andorra","2022","2022",0.26434,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JPN","Japan","2017","2017",0.09864,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JPN","Japan","2018","2018",0.09598,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","JPN","Japan","2019","2019",0.11958,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2017","2017",1.57695,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2018","2018",1.53439,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2019","2019",1.52286,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BRA","Brazil","2020","2020",1.37638,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2017","2017",1.80101,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2018","2018",1.81614,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",1.97613,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUR","Türkiye","2020","2020",1.75324,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2019","2019",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CHL","Chile","2020","2020",,"a","Category not applicable"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2017","2017",0.60348,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2018","2018",0.68685,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2019","2019",0.70535,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CZE","Czechia","2020","2020",0.73095,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2017","2017",1.24547,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2018","2018",1.30539,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2019","2019",1.19188,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2020","2020",1.43562,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2021","2021",1.76191,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BRB","Barbados","2022","2022",1.49603,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2017","2017",1.66605,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2018","2018",1.74132,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2019","2019",1.82618,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2020","2020",1.94292,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2021","2021",1.78263,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GTM","Guatemala","2022","2022",1.86592,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2017","2017",0.286,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2018","2018",0.3003,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2019","2019",0.31973,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2020","2020",0.30355,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2021","2021",0.32385,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2022","2022",0.38704,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2018","2018",1.59548,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2021","2021",1.56599,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2022","2022",1.49514,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2017","2017",1.537,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2018","2018",1.51614,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2019","2019",1.57387,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2020","2020",1.44509,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2021","2021",1.38788,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","URY","Uruguay","2022","2022",1.05566,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CUW","Curaçao","2018","2018",1.77079,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CUW","Curaçao","2019","2019",1.73962,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CUW","Curaçao","2020","2020",2.08114,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GMB","Gambia","2017","2017",0.45278,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GMB","Gambia","2018","2018",0.24303,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GMB","Gambia","2019","2019",0.2418,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GMB","Gambia","2020","2020",0.30552,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GMB","Gambia","2021","2021",0.30896,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GMB","Gambia","2022","2022",0.8905,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2017","2017",1.64658,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2018","2018",1.73614,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2019","2019",1.76473,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2020","2020",2.06094,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2021","2021",2.17509,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZAF","South Africa","2022","2022",1.98729,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2017","2017",0.04752,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2018","2018",0.0151,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2019","2019",0.02204,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CPV","Cabo Verde","2021","2021",0.02005,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2017","2017",1.0692,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2018","2018",0.99409,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2019","2019",0.90174,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2020","2020",0.81473,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2021","2021",0.7922,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2022","2022",0.66127,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2017","2017",0.64775,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2018","2018",0.63094,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2019","2019",0.73096,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2020","2020",0.73634,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SMR","San Marino","2021","2021",0.60694,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2017","2017",1.39963,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2018","2018",1.26885,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",1.27101,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2020","2020",1.02188,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CRI","Costa Rica","2021","2021",0.93959,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2017","2017",0.86148,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2018","2018",0.90778,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2019","2019",0.70756,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2020","2020",0.80923,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2021","2021",1.93732,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BTN","Bhutan","2022","2022",2.32129,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2017","2017",1.29816,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2018","2018",1.29234,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",1.38519,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2020","2020",1.26044,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDA","Republic of Moldova","2021","2021",1.08941,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2017","2017",0.65849,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2018","2018",0.6404,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2019","2019",0.78443,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","HUN","Hungary","2020","2020",0.75673,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2017","2017",0.36763,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2018","2018",0.3702,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2019","2019",0.37287,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2020","2020",0.39223,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SLV","El Salvador","2021","2021",0.37919,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BGD","Bangladesh","2019","2019",0.40523,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BGD","Bangladesh","2020","2020",0.35829,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JPN","Japan","2017","2017",0.62611,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JPN","Japan","2018","2018",0.62745,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","JPN","Japan","2019","2019",0.64047,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LBR","Liberia","2021","2021",0.46483,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2017","2017",1.98337,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2018","2018",1.99838,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2019","2019",2.03439,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DEU","Germany","2020","2020",2.19393,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2017","2017",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2018","2018",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2020","2020",0.0828,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2021","2021",0.08085,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LKA","Sri Lanka","2022","2022",0.06548,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","RUS","Russian Federation","2017","2017",0.77745,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","RUS","Russian Federation","2018","2018",0.72092,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",0.85579,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",0.84576,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",0.86308,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",0.90151,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2017","2017",1.55328,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2018","2018",1.6703,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2019","2019",1.71885,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2020","2020",1.76145,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2021","2021",1.56993,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CMR","Cameroon","2022","2022",1.46809,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2017","2017",0.29391,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2020","2020",0.28759,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2021","2021",0.25308,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","POL","Poland","2017","2017",0.71929,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","POL","Poland","2018","2018",0.67396,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","POL","Poland","2019","2019",0.72638,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","POL","Poland","2020","2020",0.82174,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GTM","Guatemala","2017","2017",0.39006,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GTM","Guatemala","2018","2018",0.43517,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GTM","Guatemala","2019","2019",0.42906,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GTM","Guatemala","2020","2020",0.3883,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GTM","Guatemala","2021","2021",0.40186,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GTM","Guatemala","2022","2022",0.32833,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","EGY","Egypt","2017","2017",1.30571,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","EGY","Egypt","2019","2019",1.07476,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","DNK","Denmark","2017","2017",0.99763,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","DNK","Denmark","2018","2018",0.99672,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","DNK","Denmark","2019","2019",0.97493,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","DNK","Denmark","2020","2020",1.10864,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DZA","Algeria","2017","2017",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DZA","Algeria","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DZA","Algeria","2019","2019",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DZA","Algeria","2020","2020",,"a","Category not applicable"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ARM","Armenia","2017","2017",1.26913,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ARM","Armenia","2020","2020",1.3513,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ARM","Armenia","2021","2021",1.30061,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ARM","Armenia","2022","2022",1.20897,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DOM","Dominican Republic","2017","2017",0.38779,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DOM","Dominican Republic","2018","2018",0.3926,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DOM","Dominican Republic","2019","2019",0.37043,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SLE","Sierra Leone","2017","2017",0.48789,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SLE","Sierra Leone","2018","2018",0.82382,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SLE","Sierra Leone","2019","2019",0.8672,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SLE","Sierra Leone","2020","2020",0.92141,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SLE","Sierra Leone","2021","2021",0.86767,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ALB","Albania","2017","2017",0.68081,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ALB","Albania","2019","2019",0.73389,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ALB","Albania","2020","2020",0.73958,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UKR","Ukraine","2017","2017",1.35375,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UKR","Ukraine","2018","2018",1.28988,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UKR","Ukraine","2019","2019",1.34505,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UKR","Ukraine","2020","2020",1.31053,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MCO","Monaco","2019","2019",0.15255,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MCO","Monaco","2021","2021",0.67811,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IND","India","2017","2017",1.44217,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IND","India","2018","2018",1.42425,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IND","India","2019","2019",1.33203,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IND","India","2020","2020",1.51968,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","IND","India","2021","2021",1.56936,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GRC","Greece","2017","2017",0.01372,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GRC","Greece","2018","2018",0.01965,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GRC","Greece","2019","2019",0.01476,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEL","Belgium","2017","2017",2.63166,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEL","Belgium","2018","2018",2.58766,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEL","Belgium","2019","2019",2.53937,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEL","Belgium","2020","2020",2.75578,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2017","2017",1.21334,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2018","2018",1.01327,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2019","2019",1.00857,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2020","2020",1.34313,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2021","2021",0.73861,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2022","2022",0.75389,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","VUT","Vanuatu","2017","2017",2.02356,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",0.47601,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","VUT","Vanuatu","2020","2020",0.50394,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CZE","Czechia","2017","2017",0.80203,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CZE","Czechia","2018","2018",0.84513,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CZE","Czechia","2019","2019",0.91455,,
